,Unnamed: 0,MainHaloID,HaloID,Galaxy_Type,r,X,Y,Z,Vx,Vy,Vz,R200c,Distancia XY,Distancia YZ,Distancia XZ,m_rx,m_ry,m_rz,m_mean,Dispersion,Tamaño Angular del grupo XY (arcsec),Tamaño Angular del grupo YZ (arcsec),Tamaño Angular del grupo XZ (arcsec),Brillo Superficial
0,212190,12588457573,12588457573,0,-21.445255,121460.71,54554.89,633406.4,189.22,98.04,-508.57,123.72096,133150.06,635751.44,644946.75,14.176449,17.571182,17.602364,16.449999,169.39029672125247,13.380239999999999,2.8023243,2.76237,20.695171
