,Unnamed: 0,MainHaloID,HaloID,Galaxy_Type,r,X,Y,Z,Vx,Vy,Vz,R200c,Distancia XY,Distancia YZ,Distancia XZ,m_rx,m_ry,m_rz,m_mean,Dispersion,Tamaño Angular del grupo XY (arcsec),Tamaño Angular del grupo YZ (arcsec),Tamaño Angular del grupo XZ (arcsec),Brillo Superficial
0,50839,12573287739,12573287739,0,-20.79472,41750.945,294551.3,603763.9,723.37,-359.64,591.34,170.69305,297495.56,671782.2,605205.7,16.572681,18.341423000000002,18.114796,17.6763,176.25603073367404,8.262238,3.6588937999999995,4.0613956,21.323007999999998
1,101668,12578000516,12578000516,0,-18.502257999999998,53158.805,26992.777000000002,26600.933999999997,153.09,-26.52,-113.45,60.013355000000004,59619.363,37897.49,59442.984000000004,15.37468,14.390792999999999,15.368244,15.044572,59.084737291765954,14.495142000000001,22.803342999999998,14.538151000000001,21.869802
