Unnamed: 0,MainHaloID,HaloID,Galaxy_Type,r,X,Y,Z,Vx,Vy,Vz,R200c,Distancia XY,Distancia YZ,Distancia XZ,m_rx,m_ry,m_rz,m_mean,Dispersion,Tamaño Angular del grupo XY (arcsec),Tamaño Angular del grupo YZ (arcsec),Tamaño Angular del grupo XZ (arcsec),Brillo Superficial,R200
103114.0,12578289109,12578289109,0,-19.732676,60261.168,28392.13,384241.78,553.43,206.7,-106.56,94.01076,66614.73,385289.3,388938.5,14.385176,18.196257,18.21673,16.932722,206.06170583975663,20.322104,3.513606,3.4806397,21.05369,
11295.0,12569740579,12569740579,0,-19.867937,45446.504,70673.555,587758.06,319.22,-296.24,-219.86,81.20071,84024.62,591991.8,589512.5,14.754095,18.993643,18.984526,17.577421,148.1385627021726,13.916025,1.9751796,1.9834867,21.326567,
105294.0,12578257591,12578257591,0,-19.112165,89418.875,35053.477,322384.78,-161.76,242.96,-5.52,80.49267,96044.164,324284.88,334555.94,15.800188,18.442465,18.510176,17.584276,158.7268477871019,12.068337,3.5743089,3.4645755,20.829384,
107131.0,12578442224,12578442224,0,-17.714016,53875.4,14470.349,547597.2,554.87,497.63,388.92,69.596695,55784.85,547788.4,550241.06,16.018566,20.97905,20.98875,19.328789,98.97164094234574,17.965279,1.8295248,1.8213698,22.108683,
300924.0,12597067418,12597067418,0,-21.842974,155448.2,25468.729,591464.06,-253.48,145.8,-96.56,122.3226,157520.8,592012.1,611550.4,14.143717,17.018679,17.089186,16.08386,184.4874633973659,11.182295,2.9753535,2.8802948,20.149849,
116.0,12568660319,12568660319,0,-19.210627,33652.9,38204.52,3677.9912,-72.92,151.34,-248.81,69.184525,50912.7,38381.152,33853.29,14.3235035,13.709963,13.437376,13.823613,110.5072258916594,19.567902,25.956825,29.428503,21.503761,
211299.0,12588353370,12588353370,0,-20.50255,92598.336,81386.65,549308.8,-71.44,163.52,-182.35,87.857895,123281.14,555305.25,557058.9,14.951933,18.220106,18.226957,17.132998,113.23374360858423,10.262339,2.2783031,2.271131,20.499596,
1794.0,12568825574,12568825574,0,-18.446732,39088.24,4973.925,226548.77,521.23,-8.95,555.18,59.270283,39403.43,226603.36,229896.14,14.530937,18.329601,18.360924,17.07382,473.1400924534992,21.660284,3.7664576,3.7125113,21.839388,
11412.0,12569662828,12569662828,0,-18.826246,42360.56,45848.594,511990.56,388.99,246.43,308.37,65.389786,62422.035,514039.34,513739.97,15.150446,19.728739,19.727468,18.202217,53.89167807337055,15.084602,1.8317916,1.832859,21.601715,
16597.0,12570183365,12570183365,0,-19.729132,41703.566,118948.0,411068.5,127.5,68.71,-302.64,98.70791,126046.87,427932.2,413178.56,15.773531,18.427744,18.351557,17.51761,189.6214364844806,11.2767,3.3215396,3.440144,21.286814,
116461.0,12579583340,12579583340,0,-20.630413,88108.67,124424.17,481266.34,-820.34,-269.07,555.14,101.8624,152461.52,497090.22,489265.2,15.285385,17.85176,17.81731,16.98482,112.5322504886584,9.620904,2.9508092,2.9980028,21.023783,
101835.0,12578330279,12578330279,0,-19.214596,79669.22,9813.71,405748.7,138.4,-205.51,-170.67,75.26335,80271.375,405867.34,413496.28,15.308208,18.827324,18.86776,17.667765,79.40110925599447,13.501587,2.6703112,2.6210446,21.44542,
101863.0,12578332720,12578332720,0,-17.544683,57978.67,28710.172,398750.72,474.02,115.32,-151.62,58.119446,64697.76,399782.97,402943.75,16.509764,20.464441,20.481539,19.151915,49.69549435957212,12.935828,2.0934358,2.0770144,21.982117,
205645.0,12587357864,12587357864,0,-20.101246,103363.55,8203.483,75177.36,236.05,-1059.85,71.79,88.70576,103688.57,75623.625,127811.02,14.977409,14.292042,15.431595,14.900349,156.11385559191822,12.319214,16.891027,9.994146,20.873745,
9045.0,12569525305,12569525305,0,-18.54618,3336.8257,72281.35,338872.28,285.97,421.36,741.71,70.2727,72358.336,346495.34,338888.72,15.751263,19.152306,19.104103,18.002558,80.62875925071401,13.9849205,2.9204626,2.9860148,21.47624,
1191.0,12568773322,12568773322,0,-18.890308,44880.87,28114.352,173660.75,710.58,-152.23,-421.85,72.97778,52959.508,175921.78,179366.52,14.729412,17.336288,17.378399,16.481367,171.74622257516944,19.843037,5.973563,5.858841,21.705101,
125154.0,12579981135,12579981135,0,-20.983633,60523.742,134089.0,276256.38,157.65,454.17,385.69,120.57524,147115.53,307078.88,282808.6,14.854662,16.45262,16.273829,15.86037,151.16542770937494,11.802166,5.6541924,6.139428,21.20146,
158.0,12568660033,12568660033,0,-18.660824,4003.5806,40297.805,15726.456,-198.31,-1.39,-957.52,66.90108,40496.195,43257.77,16228.064,14.376247,14.519497,12.390511,13.762085,84.99085761050124,23.789198,22.270508,59.363434,21.690664,
